product_description,store,Sum_dollar_sales,Per_Female_21,Per_male_21,Per_age_21_below,Per_age_22_34,Per_age_35_44,per_age_45_54,per_age_55_64,Per_age_65_above,Per_income_low,Per_income_mid,Per_income_High,Per_asian_21_plus,Per_Hisp_21_plus,Per_AFAM_21_plus,Per_white_21_plus,store_zip_code,Total_Sales_in_the_TA,Product_dollar_sales,Cumm_Sales,Sales_contribution,target_variable
A/JEM COMPLETE PANCAKE MI,34,61.09,0.529375459,0.470624541,0.235616561,0.26628176,0.122391212,0.103879765,0.11163031,0.15918945,0.198750927,0.206007234,3.21E-02,2.21E-02,4.46E-02,0.338934693,0.366746793,30909,61.09,51850.18,77813.95,1.500745995,0
A/JEM COMPLETE PANCAKE MI,215,59.84,0.515316169,0.484683831,0.295679868,0.11144501,0.130862485,0.157933939,0.14958648,0.156649715,3.69E-02,0.21700827,0.111650485,3.52E-02,1.70E-02,1.52E-02,0.63998048,37922,59.84,51850.18,77873.79,1.50190009,0
A/JEM COMPLETE PANCAKE MI,239,59.32,0.489540429,0.510459571,0.29262028,0.301360935,8.66E-02,7.14E-02,7.56E-02,0.106766341,0.256967606,0.144067472,3.17E-02,4.50E-02,3.48E-02,0.146367644,0.477209124,62901,59.32,51850.18,77933.11,1.503044155,0
A/JEM COMPLETE PANCAKE MI,156,59.04,0.538018052,0.461981948,0.260647776,0.169910206,0.106145837,0.115754167,0.134935886,0.209426645,0.184759442,0.191852137,2.62E-02,4.75E-03,2.51E-02,0.301736487,0.407288355,29801,59.04,51850.18,77992.15,1.504182821,0
A/JEM COMPLETE PANCAKE MI,185,59.02,0.54025275,0.45974725,0.242711564,0.155959238,0.110234825,0.124678777,0.148604342,0.220912716,0.211165264,0.188834736,1.13E-02,3.72E-03,2.17E-02,0.308905627,0.424368631,36863,59.02,51850.18,78051.17,1.5053211,0
A/JEM COMPLETE PANCAKE MI,288,58.72,0.539064154,0.460935846,0.264272918,0.167847963,0.130695537,0.11714308,0.125477062,0.197523172,0.190669055,0.216294104,1.72E-02,7.71E-03,1.38E-02,1.37E-02,0.700833398,62948,58.72,51850.18,78109.89,1.506453594,0
A/JEM COMPLETE PANCAKE MI,124,57.86,0.520380136,0.479619864,0.260480988,0.139340266,0.123253169,0.141249594,0.140965226,0.197554436,0.137268443,0.229038024,2.94E-02,2.72E-03,1.23E-02,2.40E-02,0.689226519,35640,57.86,51850.18,78167.75,1.507569501,0
A/JEM COMPLETE PANCAKE MI,18,57.81,0.539419087,0.460580913,0.289645954,0.224731809,0.135483429,0.115844672,0.104945676,0.124001782,0.184254721,0.208417589,1.44E-02,6.89E-03,4.00E-02,0.117866813,0.546046544,37921,57.81,51850.18,78225.56,1.508684444,0
A/JEM COMPLETE PANCAKE MI,105,56.7,0.534657798,0.465342202,0.296540261,0.164922433,0.110132972,0.126877616,0.128170401,0.172617582,0.168554543,0.198288599,1.27E-02,2.77E-03,3.11E-02,0.126754494,0.543462201,31545,56.7,51850.18,78282.26,1.50977798,0
A/JEM COMPLETE PANCAKE MI,231,54.75,0.504251855,0.495748145,0.223735955,0.151966292,0.112219101,0.127106742,0.142837079,0.245646067,0.168960674,0.202247191,2.60E-02,3.23E-03,1.71E-02,1.92E-02,0.73511236,62906,54.75,51850.18,78337.01,1.510833906,0
A/JEM COMPLETE PANCAKE MI,88,54.47,0.514204895,0.485795105,0.139135959,0.131300296,1.00E-01,0.120393901,0.168678526,0.355781449,0.20309191,0.243117323,6.96E-02,8.68E-03,4.54E-02,2.30E-02,0.795955104,29572,54.47,51850.18,78391.48,1.511884433,0
A/JEM COMPLETE PANCAKE MI,93,54.44,0.536259107,0.463740893,0.20265057,0.154041665,9.20E-02,0.119593337,0.144646666,0.290700313,0.130122997,0.254073435,8.51E-02,2.56E-02,2.04E-02,6.78E-02,0.676712204,35802,54.44,51850.18,78445.92,1.512934381,0
A/JEM COMPLETE PANCAKE MI,144,53.54,0.572536537,0.427463463,0.237636283,0.166683755,0.161728015,0.147270925,0.124166923,0.165043235,0.129601148,0.221948802,0.115554188,4.64E-02,1.56E-02,0.154174784,0.540859223,30030,53.54,51850.18,78499.46,1.513966972,0
A/JEM COMPLETE PANCAKE MI,44,53.19,0.525884144,0.474115856,0.286937426,0.17200454,0.121372878,0.139187722,0.124358468,0.153942953,0.131390644,0.20385906,2.54E-02,5.75E-03,6.12E-02,9.76E-02,0.561907817,30120,53.19,51850.18,78552.65,1.514992812,0
A/JEM COMPLETE PANCAKE MI,83,50.95,0.469417348,0.530582652,9.91E-02,0.383783998,0.18892276,0.130250604,9.68E-02,0.102537709,0.116710875,0.327724771,0.179381607,8.35E-02,3.63E-02,0.156023596,0.624173562,30309,50.95,51850.18,78603.6,1.515975451,0
A/JEM COMPLETE PANCAKE MI,89,50.04,0.517652335,0.482347665,0.308445587,0.176355902,0.150611485,0.134438143,0.115207373,0.113080468,8.08E-02,0.243176179,3.33E-02,1.40E-02,3.54E-02,9.62E-02,0.551799007,31326,50.04,51850.18,78653.64,1.516940539,0
A/JEM COMPLETE PANCAKE MI,384,49.66,0.534671533,0.465328467,0.228169014,0.145070423,0.104225352,0.123943662,0.161971831,0.243661972,0.257746479,0.149295775,1.13E-02,1.41E-03,5.63E-03,0,0.76056338,42367,49.66,51850.18,78703.3,1.517898299,0
A/JEM COMPLETE PANCAKE MI,53,49.22,0.532160902,0.467839098,0.243587859,0.169912545,0.123576101,0.131770412,0.133717939,0.199162196,0.172668479,0.215771294,2.87E-02,3.75E-03,5.97E-02,0.126515764,0.561034762,35611,49.22,51850.18,78752.52,1.518847572,0
A/JEM COMPLETE PANCAKE MI,297,48.58,0.529579806,0.470420194,0.267529009,0.152178048,0.110975842,0.131900323,0.141297318,0.195777059,0.160319574,0.219288568,2.75E-02,7.76E-03,1.54E-02,3.86E-02,0.668670344,37388,48.58,51850.18,78801.1,1.519784502,0
A/JEM COMPLETE PANCAKE MI,42,48.52,0.526927574,0.473072426,0.290832378,0.180084384,0.122332512,0.119649782,0.114967198,0.170841158,0.167451162,0.180377046,2.76E-02,1.55E-02,0.106748287,7.50E-02,0.535741287,30165,48.52,51850.18,78849.62,1.520720275,0
A/JEM COMPLETE PANCAKE MI,152,48.32,0.536142429,0.463857571,0.27458136,0.167300774,0.115148692,0.125786164,0.129280224,0.187747496,0.173615964,0.175350053,1.50E-02,7.58E-03,2.99E-02,0.26396977,0.426585915,30223,48.32,51850.18,78897.94,1.521652191,0
A/JEM COMPLETE PANCAKE MI,118,48.04,0.525728615,0.474271385,0.256765752,0.188680322,0.128297294,0.124455602,0.132462296,0.170917251,9.32E-02,0.24134193,6.52E-02,4.51E-02,3.55E-02,0.121964208,0.54479755,30907,48.04,51850.18,78945.98,1.522578707,0
A/JEM COMPLETE PANCAKE MI,315,46.78,0.514234875,0.485765125,0.248746797,0.15238944,0.119082099,0.12142141,0.138242174,0.223348557,0.168764621,0.231926033,1.69E-02,4.34E-03,8.35E-03,3.16E-02,0.702461847,62832,46.78,51850.18,78992.76,1.523480921,0
A/JEM COMPLETE PANCAKE MI,204,46.45,0.544422984,0.455577016,0.256807069,0.174853093,0.131969677,0.127797963,0.136769389,0.17099538,0.152334814,0.20912394,2.86E-02,1.52E-02,1.92E-02,0.242856502,0.46983358,31069,46.45,51850.18,79039.21,1.524376772,0
A/JEM COMPLETE PANCAKE MI,166,46,0.516953228,0.483046772,0.204685632,0.252354769,0.196939995,0.139612718,0.10882142,9.73E-02,9.38E-02,0.239540999,0.155199617,3.43E-02,2.22E-02,0.122830504,0.613722209,30307,46,51850.18,79085.21,1.525263943,0
A/JEM COMPLETE PANCAKE MI,73,44.76,0.51028612,0.48971388,0.287732373,0.136192341,0.136697615,0.155666435,0.128507969,0.155350639,6.53E-02,0.204320091,6.80E-02,8.59E-03,4.65E-02,3.17E-02,0.643971452,30115,44.76,51850.18,79129.97,1.5261272,0
A/JEM COMPLETE PANCAKE MI,90,40.45,0.518380535,0.481619465,0.286665099,0.171566322,0.130856068,0.141063029,0.117215428,0.150376294,0.139816557,0.198306679,1.61E-02,9.22E-03,0.1184619,3.55E-02,0.585747883,30701,40.45,51850.18,79170.42,1.526907332,0
A/JEM COMPLETE PANCAKE MI,189,37.92,0.529528975,0.470471025,0.291795696,0.175728117,0.138175689,0.156520717,0.118497903,0.115244404,9.00E-02,0.223903414,3.49E-02,8.58E-03,3.89E-02,0.163576496,0.508525734,30141,37.92,51850.18,79208.34,1.52763867,0
A/JEM COMPLETE PANCAKE MI,36,36.27,0.513294977,0.486705023,0.215125503,0.314470526,0.114804117,9.59E-02,0.109840934,0.137260486,0.202188682,0.21504414,5.27E-02,2.45E-02,2.98E-02,0.159187991,0.574386721,29205,36.27,51850.18,79244.61,1.528338185,0
A/JEM COMPLETE PANCAKE MI,194,35.14,0.532118056,0.467881944,0.238120433,0.151516154,0.110413015,0.129691478,0.146258391,0.227307298,0.160047617,0.224761086,5.30E-02,2.58E-02,3.54E-02,5.63E-02,0.645183691,37830,35.14,51850.18,79279.75,1.529015907,0
A/JEM COMPLETE PANCAKE MI,193,32.07,0.464954945,0.535045055,0.143926923,0.403311707,0.184952067,0.112811078,7.40E-02,8.22E-02,0.126141829,0.308673058,0.101287886,9.20E-02,0.119428037,0.173202931,0.507020432,30324,32.07,51850.18,79311.82,1.52963442,0
A/JEM COMPLETE PANCAKE MI,153,32.07,0.493482795,0.506517205,0.27162252,0.223203266,0.139466439,0.123611507,0.107376816,0.131871262,0.151523782,0.152757999,8.64E-03,1.50E-02,0.126079939,0.304091902,0.322605146,31408,32.07,51850.18,79343.89,1.530252933,0
A/JEM COMPLETE PANCAKE MI,56,29.62,0.539041465,0.460958535,0.23705834,0.174883594,0.114900027,0.120788825,0.140783347,0.212133662,0.182278828,0.221857025,2.12E-02,4.52E-03,4.15E-02,0.129005752,0.594083813,37701,29.62,51850.18,79373.51,1.530824194,0
A/JEM COMPLETE PANCAKE MI,178,17.08,0.520958084,0.479041916,0.229044997,0.145336226,0.109461038,0.139273597,0.156015351,0.223872295,0.194782802,0.198676233,1.71E-02,2.45E-03,9.84E-03,2.53E-02,0.72690361,37748,25.08,51850.18,79398.59,1.531307895,0
A/JEM COMPLETE PANCAKE MI,387,8,0.520958084,0.479041916,0.229044997,0.145336226,0.109461038,0.139273597,0.156015351,0.223872295,0.194782802,0.198676233,1.71E-02,2.45E-03,9.84E-03,2.53E-02,0.72690361,37748,25.08,51850.18,79423.67,1.531791596,0
A/JEM COMPLETE PANCAKE MI,198,16,0.516940124,0.483059876,0.215938518,0.131609723,0.101871189,0.127600033,0.158466294,0.272658926,0.121919639,0.22951299,4.84E-02,5.01E-03,1.83E-02,8.06E-03,0.751775123,30143,16,51850.18,79439.67,1.532100178,0
A/JEM SYRUP ORIGINAL,155,308.16,0.590199225,0.409800775,0.26977821,0.185606494,0.103949926,0.118669258,0.123956785,0.196838916,0.220732823,0.165628215,2.05E-02,1.17E-03,1.97E-02,0.690551046,2.04E-02,30311,615.22,30613.46,615.22,2.01E-02,1
A/JEM SYRUP ORIGINAL,172,307.06,0.590199225,0.409800775,0.26977821,0.185606494,0.103949926,0.118669258,0.123956785,0.196838916,0.220732823,0.165628215,2.05E-02,1.17E-03,1.97E-02,0.690551046,2.04E-02,30311,615.22,30613.46,1230.44,4.02E-02,1
A/JEM SYRUP ORIGINAL,16,313.59,0.561136163,0.438863837,0.277199161,0.181889705,0.117600779,0.159411059,0.153304361,0.107485389,0.122845796,0.226921924,1.89E-02,1.03E-02,1.48E-02,0.65397872,4.05E-02,30088,561.89,30613.46,1792.33,5.85E-02,1
A/JEM SYRUP ORIGINAL,41,248.3,0.561136163,0.438863837,0.277199161,0.181889705,0.117600779,0.159411059,0.153304361,0.107485389,0.122845796,0.226921924,1.89E-02,1.03E-02,1.48E-02,0.65397872,4.05E-02,30088,561.89,30613.46,2354.22,7.69E-02,1
A/JEM SYRUP ORIGINAL,135,196.23,0.518818966,0.481181034,0.327436685,0.111809973,0.144128368,0.185250042,0.122614538,0.105019894,3.86E-02,0.18287947,0.10554404,0.169906845,4.45E-02,7.35E-02,0.401269864,30024,555.06,30613.46,2909.28,9.50E-02,1
A/JEM SYRUP ORIGINAL,177,155.62,0.518818966,0.481181034,0.327436685,0.111809973,0.144128368,0.185250042,0.122614538,0.105019894,3.86E-02,0.18287947,0.10554404,0.169906845,4.45E-02,7.35E-02,0.401269864,30024,555.06,30613.46,3464.34,0.113163948,1
A/JEM SYRUP ORIGINAL,207,203.21,0.518818966,0.481181034,0.327436685,0.111809973,0.144128368,0.185250042,0.122614538,0.105019894,3.86E-02,0.18287947,0.10554404,0.169906845,4.45E-02,7.35E-02,0.401269864,30024,555.06,30613.46,4019.4,0.131295188,1
A/JEM SYRUP ORIGINAL,191,197.53,0.530245527,0.469754473,0.2906726,0.136003406,0.133970635,0.17855426,0.142060516,0.117818342,4.59E-02,0.182358839,0.133434972,0.126114247,3.90E-02,7.32E-02,0.48011867,30022,532.13,30613.46,4551.53,0.148677412,1
A/JEM SYRUP ORIGINAL,77,221.77,0.530245527,0.469754473,0.2906726,0.136003406,0.133970635,0.17855426,0.142060516,0.117818342,4.59E-02,0.182358839,0.133434972,0.126114247,3.90E-02,7.32E-02,0.48011867,30022,532.13,30613.46,5083.66,0.166059635,1
A/JEM SYRUP ORIGINAL,85,112.83,0.530245527,0.469754473,0.2906726,0.136003406,0.133970635,0.17855426,0.142060516,0.117818342,4.59E-02,0.182358839,0.133434972,0.126114247,3.90E-02,7.32E-02,0.48011867,30022,532.13,30613.46,5615.79,0.183441859,1
A/JEM SYRUP ORIGINAL,104,87.09,0.520390418,0.479609582,0.303517086,0.135278354,0.145770564,0.175778589,0.122182016,0.115474875,3.94E-02,0.173810353,0.142893912,8.86E-02,5.73E-02,5.81E-02,0.513134188,30004,522.04,30613.46,6137.83,0.200494488,1
A/JEM SYRUP ORIGINAL,182,95.17,0.520390418,0.479609582,0.303517086,0.135278354,0.145770564,0.175778589,0.122182016,0.115474875,3.94E-02,0.173810353,0.142893912,8.86E-02,5.73E-02,5.81E-02,0.513134188,30004,522.04,30613.46,6659.87,0.217547118,1
A/JEM SYRUP ORIGINAL,184,339.78,0.520390418,0.479609582,0.303517086,0.135278354,0.145770564,0.175778589,0.122182016,0.115474875,3.94E-02,0.173810353,0.142893912,8.86E-02,5.73E-02,5.81E-02,0.513134188,30004,522.04,30613.46,7181.91,0.234599748,1
A/JEM SYRUP ORIGINAL,17,355.15,0.57916679,0.42083321,0.27024986,0.172096837,0.114831916,0.130777198,0.155461097,0.161092651,0.127454365,0.228088724,2.11E-02,2.80E-03,8.54E-03,0.697557502,1.71E-02,30034,510.28,30613.46,7692.19,0.251268233,1
A/JEM SYRUP ORIGINAL,68,155.13,0.57916679,0.42083321,0.27024986,0.172096837,0.114831916,0.130777198,0.155461097,0.161092651,0.127454365,0.228088724,2.11E-02,2.80E-03,8.54E-03,0.697557502,1.71E-02,30034,510.28,30613.46,8202.47,0.267936718,1
A/JEM SYRUP ORIGINAL,160,178.37,0.516390589,0.483609411,0.265214317,0.131523914,0.123850934,0.154031324,0.157326192,0.173093415,5.83E-02,0.208389125,0.105255239,6.39E-02,4.75E-02,8.14E-02,0.556983165,30062,498.99,30613.46,8701.46,0.284236411,1
A/JEM SYRUP ORIGINAL,205,123.1,0.516390589,0.483609411,0.265214317,0.131523914,0.123850934,0.154031324,0.157326192,0.173093415,5.83E-02,0.208389125,0.105255239,6.39E-02,4.75E-02,8.14E-02,0.556983165,30062,498.99,30613.46,9200.45,0.300536104,1
A/JEM SYRUP ORIGINAL,27,197.52,0.516390589,0.483609411,0.265214317,0.131523914,0.123850934,0.154031324,0.157326192,0.173093415,5.83E-02,0.208389125,0.105255239,6.39E-02,4.75E-02,8.14E-02,0.556983165,30062,498.99,30613.46,9699.44,0.316835797,1
A/JEM SYRUP ORIGINAL,116,246.51,0.558918196,0.441081804,0.253051922,0.178119829,0.11552031,0.120952886,0.139155141,0.194760998,0.126291798,0.219270037,6.66E-02,3.23E-02,1.91E-02,0.192544257,0.501264479,31210,483.24,30613.46,10182.68,0.33262101,1
A/JEM SYRUP ORIGINAL,145,128.29,0.558918196,0.441081804,0.253051922,0.178119829,0.11552031,0.120952886,0.139155141,0.194760998,0.126291798,0.219270037,6.66E-02,3.23E-02,1.91E-02,0.192544257,0.501264479,31210,483.24,30613.46,10665.92,0.348406224,1
A/JEM SYRUP ORIGINAL,4,108.44,0.558918196,0.441081804,0.253051922,0.178119829,0.11552031,0.120952886,0.139155141,0.194760998,0.126291798,0.219270037,6.66E-02,3.23E-02,1.91E-02,0.192544257,0.501264479,31210,483.24,30613.46,11149.16,0.364191437,1
A/JEM SYRUP ORIGINAL,222,78.31,0.533504181,0.466495819,0.259399848,0.133735566,0.119550885,0.155192392,0.156151357,0.178687018,7.13E-02,0.217425181,9.02E-02,1.98E-02,4.86E-02,0.159228034,0.52850921,30064,463.88,30613.46,11613.04,0.379344249,1
A/JEM SYRUP ORIGINAL,57,99.86,0.533504181,0.466495819,0.259399848,0.133735566,0.119550885,0.155192392,0.156151357,0.178687018,7.13E-02,0.217425181,9.02E-02,1.98E-02,4.86E-02,0.159228034,0.52850921,30064,463.88,30613.46,12076.92,0.394497061,1
A/JEM SYRUP ORIGINAL,7,123.2,0.533504181,0.466495819,0.259399848,0.133735566,0.119550885,0.155192392,0.156151357,0.178687018,7.13E-02,0.217425181,9.02E-02,1.98E-02,4.86E-02,0.159228034,0.52850921,30064,463.88,30613.46,12540.8,0.409649873,1
A/JEM SYRUP ORIGINAL,81,162.51,0.533504181,0.466495819,0.259399848,0.133735566,0.119550885,0.155192392,0.156151357,0.178687018,7.13E-02,0.217425181,9.02E-02,1.98E-02,4.86E-02,0.159228034,0.52850921,30064,463.88,30613.46,13004.68,0.424802685,1
A/JEM SYRUP ORIGINAL,139,177.47,0.525565893,0.474434107,0.280162413,0.120201434,0.117828517,0.148729171,0.146066231,0.188093229,5.85E-02,0.204097237,0.105937566,4.38E-02,5.00E-02,5.93E-02,0.587112424,30269,391.45,30613.46,13396.13,0.437589544,1
A/JEM SYRUP ORIGINAL,19,188.64,0.525565893,0.474434107,0.280162413,0.120201434,0.117828517,0.148729171,0.146066231,0.188093229,5.85E-02,0.204097237,0.105937566,4.38E-02,5.00E-02,5.93E-02,0.587112424,30269,391.45,30613.46,13787.58,0.450376403,1
A/JEM SYRUP ORIGINAL,221,25.34,0.525565893,0.474434107,0.280162413,0.120201434,0.117828517,0.148729171,0.146066231,0.188093229,5.85E-02,0.204097237,0.105937566,4.38E-02,5.00E-02,5.93E-02,0.587112424,30269,391.45,30613.46,14179.03,0.463163262,1
A/JEM SYRUP ORIGINAL,125,215.18,0.539985299,0.460014701,0.283874799,0.174870764,0.129195967,0.152532765,0.128926021,0.127022905,0.109908353,0.226389882,3.15E-02,3.22E-02,5.58E-02,0.339740042,0.300435962,30281,388.96,30613.46,14567.99,0.475868785,1
A/JEM SYRUP ORIGINAL,175,173.78,0.539985299,0.460014701,0.283874799,0.174870764,0.129195967,0.152532765,0.128926021,0.127022905,0.109908353,0.226389882,3.15E-02,3.22E-02,5.58E-02,0.339740042,0.300435962,30281,388.96,30613.46,14956.95,0.488574307,1
A/JEM SYRUP ORIGINAL,176,378.9,0.491171287,0.508828713,0.28525619,0.178932179,0.104445819,0.114478114,0.126961222,0.172014934,0.17242722,0.172610458,1.98E-02,1.31E-02,1.43E-02,0.291990197,0.394145537,31061,378.9,30613.46,15335.85,0.500951216,1
A/JEM SYRUP ORIGINAL,208,82.4,0.526895544,0.473104456,0.260847029,0.18473965,0.137399305,0.122627044,0.120920891,0.173422888,0.147873788,0.233375807,2.20E-02,4.77E-03,2.40E-02,3.73E-02,0.674643112,37918,351.55,30613.46,15687.4,0.512434726,1
A/JEM SYRUP ORIGINAL,8,111.13,0.526895544,0.473104456,0.260847029,0.18473965,0.137399305,0.122627044,0.120920891,0.173422888,0.147873788,0.233375807,2.20E-02,4.77E-03,2.40E-02,3.73E-02,0.674643112,37918,351.55,30613.46,16038.95,0.523918237,1
A/JEM SYRUP ORIGINAL,94,158.02,0.526895544,0.473104456,0.260847029,0.18473965,0.137399305,0.122627044,0.120920891,0.173422888,0.147873788,0.233375807,2.20E-02,4.77E-03,2.40E-02,3.73E-02,0.674643112,37918,351.55,30613.46,16390.5,0.535401748,1
A/JEM SYRUP ORIGINAL,212,140.86,0.511952435,0.488047565,0.314630185,0.107051839,0.149648528,0.169476573,0.113493153,0.145363654,4.96E-02,0.187134175,0.113661187,0.106897807,4.47E-02,1.57E-02,0.537093567,30041,343.87,30613.46,16734.37,0.546634389,1
A/JEM SYRUP ORIGINAL,58,203.01,0.511952435,0.488047565,0.314630185,0.107051839,0.149648528,0.169476573,0.113493153,0.145363654,4.96E-02,0.187134175,0.113661187,0.106897807,4.47E-02,1.57E-02,0.537093567,30041,343.87,30613.46,17078.24,0.55786703,1
A/JEM SYRUP ORIGINAL,45,114.32,0.522673356,0.477326644,0.269195242,0.220011653,0.157342011,0.134931575,0.114183803,0.102914636,0.136935298,0.225369126,3.21E-02,0.16581165,0.152908241,0.172149668,0.300615328,30096,340.98,30613.46,17419.22,0.569005268,1
A/JEM SYRUP ORIGINAL,65,226.66,0.522673356,0.477326644,0.269195242,0.220011653,0.157342011,0.134931575,0.114183803,0.102914636,0.136935298,0.225369126,3.21E-02,0.16581165,0.152908241,0.172149668,0.300615328,30096,340.98,30613.46,17760.2,0.580143506,1
A/JEM SYRUP ORIGINAL,196,340.23,0.588033537,0.411966463,0.324001717,0.176058394,0.134409618,0.154332331,0.117131816,8.81E-02,0.140575354,0.203589523,2.07E-02,3.92E-03,1.53E-02,0.624302276,2.95E-02,30058,340.23,30613.46,18100.43,0.591257244,1
A/JEM SYRUP ORIGINAL,14,125.6,0.549326313,0.450673687,0.313289658,0.151274089,0.143404092,0.156038627,0.129025397,0.102501383,7.75E-02,0.227145106,2.91E-02,2.52E-02,5.15E-02,0.418726337,0.199025822,30039,337.69,30613.46,18438.12,0.602288013,1
A/JEM SYRUP ORIGINAL,3,212.09,0.549326313,0.450673687,0.313289658,0.151274089,0.143404092,0.156038627,0.129025397,0.102501383,7.75E-02,0.227145106,2.91E-02,2.52E-02,5.15E-02,0.418726337,0.199025822,30039,337.69,30613.46,18775.81,0.613318782,1
A/JEM SYRUP ORIGINAL,151,334.19,0.522074388,0.477925612,0.311274829,0.209069846,0.103714888,0.107958243,0.101371931,0.141150131,0.157108271,0.17142634,2.17E-02,6.77E-03,6.38E-02,0.146825294,0.489391612,30117,334.19,30613.46,19110,0.624235222,1
A/JEM SYRUP ORIGINAL,120,8.28,0.51393127,0.48606873,0.273023179,0.183957374,0.146473442,0.134262139,0.120454451,0.143923374,7.99E-02,0.200087076,9.78E-02,4.00E-02,0.135609736,9.36E-02,0.521292035,30076,325.71,30613.46,19435.71,0.63487466,1
A/JEM SYRUP ORIGINAL,164,237.82,0.51393127,0.48606873,0.273023179,0.183957374,0.146473442,0.134262139,0.120454451,0.143923374,7.99E-02,0.200087076,9.78E-02,4.00E-02,0.135609736,9.36E-02,0.521292035,30076,325.71,30613.46,19761.42,0.645514097,1
A/JEM SYRUP ORIGINAL,22,79.61,0.51393127,0.48606873,0.273023179,0.183957374,0.146473442,0.134262139,0.120454451,0.143923374,7.99E-02,0.200087076,9.78E-02,4.00E-02,0.135609736,9.36E-02,0.521292035,30076,325.71,30613.46,20087.13,0.656153535,1
A/JEM SYRUP ORIGINAL,168,82.7,0.540325075,0.459674925,0.223020238,0.268516046,0.155844503,0.123618305,0.103727239,0.12570086,0.109013724,0.253137182,0.101350991,4.37E-02,6.19E-02,0.243872484,0.424040156,30350,314.34,30613.46,20401.47,0.666421568,1
A/JEM SYRUP ORIGINAL,54,231.64,0.540325075,0.459674925,0.223020238,0.268516046,0.155844503,0.123618305,0.103727239,0.12570086,0.109013724,0.253137182,0.101350991,4.37E-02,6.19E-02,0.243872484,0.424040156,30350,314.34,30613.46,20715.81,0.6766896,1
A/JEM SYRUP ORIGINAL,92,311.65,0.588650725,0.411349275,0.343126882,0.203670546,0.151908521,0.120126963,9.14E-02,8.20E-02,0.162041182,0.213274192,1.20E-02,8.34E-03,3.73E-02,0.545617319,6.96E-02,30291,311.65,30613.46,21027.46,0.686869763,1
A/JEM SYRUP ORIGINAL,107,311.04,0.572578121,0.427421879,0.313794367,0.208753996,0.146169495,0.125080552,0.109766114,9.24E-02,0.143136933,0.210434541,2.16E-02,9.60E-03,1.73E-02,0.626350438,2.92E-02,30349,311.04,30613.46,21338.5,0.697029999,1
A/JEM SYRUP ORIGINAL,111,211.89,0.513790185,0.486209815,0.287276908,0.181114551,0.133263522,0.165270443,0.124965853,0.101689128,6.61E-02,0.211778365,5.51E-02,9.81E-02,0.105160718,0.164416773,0.39054817,30043,299.78,30613.46,21638.28,0.706822424,1
A/JEM SYRUP ORIGINAL,31,87.89,0.513790185,0.486209815,0.287276908,0.181114551,0.133263522,0.165270443,0.124965853,0.101689128,6.61E-02,0.211778365,5.51E-02,9.81E-02,0.105160718,0.164416773,0.39054817,30043,299.78,30613.46,21938.06,0.716614849,1
A/JEM SYRUP ORIGINAL,148,134.27,0.537125156,0.462874844,0.309434545,0.180839802,0.14211362,0.148972301,0.10764379,0.103652082,0.122243296,0.199408963,1.84E-02,5.73E-03,5.74E-02,0.295783345,0.342978123,30134,298.77,30613.46,22236.83,0.726374281,1
